year,month,rw,female,wbho,married,age,age_dec
2019,3,17,1,1,0,55,5.5
2019,3,NA,0,1,0,28,2.8
2019,3,34.61520004272461,0,0,1,34,3.4
2019,3,NA,1,0,1,31,3.1
2019,3,NA,1,1,0,32,3.2
2019,3,NA,0,1,0,21,2.1
2019,3,NA,1,1,1,58,5.8
2019,3,NA,1,0,1,57,5.7
2019,3,21.153751373291016,0,0,1,59,5.9
2019,3,NA,1,0,0,46,4.6
2019,3,NA,1,0,1,42,4.2
2019,3,NA,0,0,1,47,4.7
2019,3,103.25,0,1,1,48,4.8
2019,3,26.351350784301758,1,1,1,50,5
2019,3,13.75,1,1,0,25,2.5
2019,3,NA,1,1,0,17,1.7
2019,3,25,1,1,0,47,4.7
2019,3,11,0,1,0,23,2.3
2019,3,14.5,1,0,0,22,2.2
2019,3,68.83333587646484,0,0,1,31,3.1
2019,3,86.133331298828125,1,0,1,29,2.9
2019,3,82.5999984741211,0,1,1,42,4.2
2019,3,NA,1,1,1,41,4.1
2019,3,58.65374755859375,0,0,1,57,5.7
2019,3,NA,1,0,1,56,5.6
2019,3,20,0,0,0,23,2.3
2019,3,13,1,0,0,23,2.3
2019,3,NA,1,0,0,19,1.9
2019,3,NA,1,0,0,33,3.3
2019,3,8.75,0,1,0,61,6.1
2019,3,38.459999084472656,0,0,0,37,3.7
2019,3,34.61524963378906,1,1,0,48,4.8
2019,3,NA,1,0,1,59,5.9
2019,3,60.09600067138672,0,0,1,56,5.6
2019,3,21.2549991607666,1,0,1,58,5.8
2019,3,45,1,0,0,25,2.5
2019,3,16,1,0,0,52,5.2
2019,3,38.599998474121094,0,0,1,44,4.4
2019,3,28.845998764038086,1,0,1,41,4.1
2019,3,NA,0,1,0,62,6.2
2019,3,25,1,1,1,33,3.3
2019,3,NA,0,1,1,36,3.6
2019,3,NA,0,0,1,42,4.2
2019,3,38.46099853515625,1,0,1,41,4.1
2019,3,15,0,0,0,19,1.9
2019,3,8,0,0,0,17,1.7
2019,3,103.25,0,0,0,55,5.5
2019,3,30.524999618530273,1,0,1,61,6.1
2019,3,62.377777099609375,0,0,1,61,6.1
2019,3,14,1,0,1,54,5.4
2019,3,24.038249969482422,1,0,0,24,2.4
2019,3,24.024999618530273,1,1,0,23,2.3
2019,3,NA,0,0,0,55,5.5
2019,3,29.35210609436035,1,0,1,45,4.5
2019,3,NA,0,0,1,47,4.7
2019,3,5,0,0,0,17,1.7
2019,3,NA,1,1,1,34,3.4
2019,3,NA,0,1,1,44,4.4
2019,3,12,0,1,0,25,2.5
2019,3,15,0,0,0,29,2.9
2019,3,34.615142822265625,1,0,0,28,2.8
2019,3,23,0,0,0,35,3.5
2019,3,17,0,0,0,24,2.4
2019,3,16,1,0,1,46,4.6
2019,3,17.774999618530273,0,0,1,50,5
2019,3,NA,1,0,1,64,6.4
2019,3,38.45000076293945,1,1,0,45,4.5
2019,3,25,1,0,1,59,5.9
2019,3,25,0,1,1,59,5.9
2019,3,NA,1,1,1,59,5.9
2019,3,27.799999237060547,0,1,0,27,2.7
2019,3,53.191490173339844,1,0,1,61,6.1
2019,3,22,1,0,0,21,2.1
2019,3,NA,1,0,0,22,2.2
2019,3,NA,1,0,0,22,2.2
2019,3,NA,1,0,1,63,6.3
2019,3,NA,0,0,1,63,6.3
2019,3,38.46139907836914,0,0,0,26,2.6
2019,3,NA,1,0,0,55,5.5
2019,3,NA,1,0,0,21,2.1
2019,3,15,0,0,1,29,2.9
2019,3,11.5,1,0,1,24,2.4
2019,3,NA,1,1,0,55,5.5
2019,3,12,1,0,0,62,6.2
2019,3,19,0,1,0,64,6.4
2019,3,NA,1,1,0,36,3.6
2019,3,NA,0,1,1,36,3.6
2019,3,28.825000762939453,1,1,1,36,3.6
2019,3,25.760000228881836,0,0,1,54,5.4
2019,3,15,1,0,1,55,5.5
2019,3,NA,1,1,1,48,4.8
2019,3,9.649999618530273,0,1,1,49,4.9
2019,3,NA,0,1,0,16,1.6
2019,3,NA,1,1,0,56,5.6
2019,3,57.6922492980957,1,0,0,63,6.3
2019,3,1.149999976158142,1,1,0,55,5.5
2019,3,NA,0,1,0,56,5.6
2019,3,NA,0,0,0,45,4.5
2019,3,NA,0,0,0,59,5.9
2019,3,NA,1,0,1,63,6.3
2019,3,13,1,0,1,37,3.7
2019,3,82.5999984741211,0,0,1,38,3.8
2019,3,9,1,1,0,60,6
2019,3,NA,0,1,0,48,4.8
2019,3,NA,0,1,0,18,1.8
2019,3,57.6922492980957,1,0,0,49,4.9
2019,3,NA,1,1,0,58,5.8
2019,3,NA,1,0,0,62,6.2
2019,3,65.41666412353516,1,0,1,33,3.3
2019,3,23.076833724975586,0,0,1,39,3.9
2019,3,15,1,0,0,57,5.7
2019,3,12.5,0,0,1,36,3.6
2019,3,15,1,0,1,29,2.9
2019,3,40.86524963378906,1,1,0,37,3.7
2019,3,38.46149826049805,1,1,0,26,2.6
2019,3,38.599998474121094,0,0,1,36,3.6
2019,3,NA,1,0,1,34,3.4
2019,3,NA,1,0,1,37,3.7
2019,3,20,0,0,1,47,4.7
2019,3,NA,0,0,0,16,1.6
2019,3,40,0,1,1,60,6
2019,3,NA,1,1,1,60,6
2019,3,23,0,1,0,24,2.4
2019,3,14,0,0,0,35,3.5
2019,3,14,1,0,0,28,2.8
2019,3,NA,0,0,1,61,6.1
2019,3,13,1,0,1,59,5.9
2019,3,NA,0,0,0,18,1.8
2019,3,13,0,0,0,22,2.2
2019,3,NA,1,0,0,62,6.2
2019,3,23,1,1,0,55,5.5
2019,3,10.574999809265137,0,1,1,55,5.5
2019,3,NA,1,1,1,54,5.4
2019,3,11.600000381469727,1,1,0,31,3.1
2019,3,11.600000381469727,1,1,0,31,3.1
2019,3,22,0,1,0,35,3.5
2019,3,20.174999237060547,1,1,0,35,3.5
2019,3,35.07500076293945,0,0,1,50,5
2019,3,28.825000762939453,1,0,1,48,4.8
2019,3,NA,0,0,0,19,1.9
2019,3,NA,0,0,0,18,1.8
2019,3,6.25,1,1,0,26,2.6
2019,3,32.400001525878906,1,0,0,58,5.8
2019,3,NA,0,0,0,28,2.8
2019,3,NA,0,0,1,63,6.3
2019,3,NA,1,0,1,64,6.4
2019,3,47,0,0,1,56,5.6
2019,3,13.925000190734863,1,0,1,60,6
2019,3,27,0,0,0,34,3.4
2019,3,25.5,1,0,1,32,3.2
2019,3,15,0,0,1,34,3.4
2019,3,NA,0,0,0,52,5.2
2019,3,NA,1,0,0,18,1.8
2019,3,20.100000381469727,1,0,0,41,4.1
2019,3,NA,1,1,0,54,5.4
2019,3,82.5999984741211,0,0,1,50,5
2019,3,NA,1,0,1,50,5
2019,3,14.770000457763672,1,1,0,63,6.3
2019,3,22.18000030517578,0,1,0,28,2.8
2019,3,17,0,1,0,23,2.3
2019,3,16.25,0,0,0,37,3.7
2019,3,8,1,1,0,37,3.7
2019,3,NA,0,0,0,57,5.7
2019,3,15,0,1,0,19,1.9
2019,3,18,0,1,0,22,2.2
2019,3,17.75,1,1,0,46,4.6
2019,3,NA,1,1,0,18,1.8
2019,3,96.9000015258789,1,0,1,43,4.3
2019,3,103.25,0,0,1,44,4.4
2019,3,NA,1,1,0,26,2.6
2019,3,15,0,0,0,22,2.2
2019,3,NA,0,0,1,62,6.2
2019,3,11,1,0,1,44,4.4
2019,3,NA,1,1,0,43,4.3
2019,3,31,0,1,0,39,3.9
2019,3,5,1,1,0,62,6.2
2019,3,16,1,0,1,39,3.9
2019,3,24.399999618530273,0,1,1,39,3.9
2019,3,NA,1,1,1,36,3.6
2019,3,27,0,1,1,33,3.3
2019,3,66.66666412353516,1,0,1,63,6.3
2019,3,7.5,1,1,0,21,2.1
2019,3,59,0,0,0,30,3
2019,3,20.174999237060547,0,0,0,34,3.4
2019,3,11.109999656677246,0,0,0,50,5
2019,3,NA,0,0,0,55,5.5
2019,3,18,0,0,0,23,2.3
2019,3,NA,1,0,1,38,3.8
2019,3,38.46139907836914,0,0,1,45,4.5
2019,3,NA,1,0,0,20,2
2019,3,11,0,0,0,24,2.4
2019,3,12.75,0,0,0,27,2.7
2019,3,NA,0,0,0,61,6.1
2019,3,NA,1,0,0,50,5
2019,3,NA,0,0,1,36,3.6
2019,3,13,1,0,1,34,3.4
2019,3,11.579750061035156,0,0,0,61,6.1
2019,3,30.419452667236328,0,0,1,48,4.8
2019,3,39.0625,1,0,1,50,5
2019,3,13.5,0,0,0,20,2
2019,3,10.526315689086914,1,0,1,23,2.3
2019,3,13,0,0,1,24,2.4
2019,3,14.399999618530273,1,0,0,45,4.5
2019,3,70.84210205078125,0,1,1,52,5.2
2019,3,40,1,1,1,46,4.6
2019,3,19,1,1,1,60,6
2019,3,NA,0,1,1,62,6.2
2019,3,51.28199768066406,1,0,1,36,3.6
2019,3,57.14285659790039,0,0,1,37,3.7
2019,3,45,0,1,1,37,3.7
2019,3,29.299999237060547,1,1,1,32,3.2
2019,3,36.32466506958008,0,1,0,27,2.7
2019,3,15,0,0,0,51,5.1
2019,3,10,1,0,1,45,4.5
2019,3,NA,0,0,1,18,1.8
2019,3,NA,1,0,1,16,1.6
2019,3,NA,0,0,1,46,4.6
2019,3,NA,1,0,1,43,4.3
2019,3,63.945430755615234,1,0,0,46,4.6
2019,3,91.77777862548828,0,0,0,54,5.4
2019,3,NA,0,0,0,63,6.3
2019,3,24,0,1,1,59,5.9
2019,3,NA,1,1,1,56,5.6
2019,3,13.75,1,1,0,26,2.6
2019,3,NA,1,0,0,61,6.1
2019,3,NA,0,1,0,20,2
2019,3,12.5,0,1,0,36,3.6
2019,3,11.524999618530273,1,1,0,34,3.4
2019,3,20,1,0,0,46,4.6
2019,3,18.450000762939453,0,0,0,28,2.8
2019,3,1.25,1,0,0,19,1.9
2019,3,21,1,1,0,63,6.3
2019,3,51.922996520996094,0,0,1,33,3.3
2019,3,28.845998764038086,1,0,1,32,3.2
2019,3,82.5999984741211,0,0,0,53,5.3
2019,3,35,1,0,0,30,3
2019,3,103.25,0,0,0,28,2.8
2019,3,14.422999382019043,0,1,1,38,3.8
2019,3,13.736000061035156,1,1,1,36,3.6
2019,3,16,0,1,0,24,2.4
2019,3,18.260000228881836,1,0,0,34,3.4
2019,3,NA,0,0,1,51,5.1
2019,3,15,1,0,1,49,4.9
2019,3,16.66666603088379,0,0,0,23,2.3
2019,3,12.816666603088379,1,0,0,24,2.4
2019,3,29.8075008392334,0,0,0,30,3
2019,3,34.302249908447266,1,0,0,29,2.9
2019,3,16,0,0,0,40,4
2019,3,60.09600067138672,1,0,1,37,3.7
2019,3,68.83333587646484,0,0,1,38,3.8
2019,3,17.610000610351562,1,0,1,30,3
2019,3,34.17777633666992,0,0,1,32,3.2
2019,3,18.31999969482422,0,1,0,51,5.1
2019,3,86.133331298828125,1,0,1,30,3
2019,3,NA,0,0,1,30,3
2019,3,62.980751037597656,0,0,1,45,4.5
2019,3,NA,0,1,1,62,6.2
2019,3,26,1,0,0,23,2.3
2019,3,40,0,0,0,25,2.5
2019,3,13.46150016784668,0,0,0,29,2.9
2019,3,91.77777862548828,0,1,0,35,3.5
2019,3,26.442249298095703,0,1,1,53,5.3
2019,3,17.307498931884766,1,1,1,47,4.7
2019,3,15,1,1,0,20,2
2019,3,26.442249298095703,0,0,1,37,3.7
2019,3,29.299999237060547,1,0,1,31,3.1
2019,3,18,1,1,1,35,3.5
2019,3,22.5,0,1,1,32,3.2
2019,3,19,0,0,1,33,3.3
2019,3,14,1,0,1,43,4.3
2019,3,21,0,0,0,57,5.7
2019,3,NA,0,0,0,18,1.8
2019,3,12.5,1,0,0,46,4.6
2019,3,8,0,0,0,17,1.7
2019,3,NA,1,0,0,50,5
2019,3,18,1,1,1,54,5.4
2019,3,18,0,1,1,56,5.6
2019,3,71.37999725341797,0,0,1,52,5.2
2019,3,NA,1,0,1,50,5
2019,3,14,1,0,0,23,2.3
2019,3,103.25,0,0,1,43,4.3
2019,3,NA,1,0,1,40,4
2019,3,17,0,0,1,47,4.7
2019,3,NA,1,0,1,47,4.7
2019,3,25,0,0,0,43,4.3
2019,3,18,0,1,1,56,5.6
2019,3,17.149999618530273,1,1,1,54,5.4
2019,3,16,1,0,0,50,5
2019,3,NA,1,0,0,22,2.2
2019,3,NA,1,0,0,20,2
2019,3,NA,0,0,0,16,1.6
2019,3,64.5999984741211,1,1,0,58,5.8
2019,3,68.83333587646484,0,1,0,32,3.2
2019,3,60.09600067138672,0,0,1,35,3.5
2019,3,28.845998764038086,1,0,1,34,3.4
2019,3,NA,0,0,0,63,6.3
2019,3,48.07674789428711,0,0,1,50,5
2019,3,NA,1,0,1,43,4.3
2019,3,65,0,1,1,38,3.8
2019,3,NA,1,1,1,35,3.5
2019,3,9,1,1,1,43,4.3
2019,3,7.8947367668151855,0,1,1,49,4.9
2019,3,9,0,0,0,18,1.8
2019,3,NA,0,0,0,58,5.8
2019,3,103.25,0,1,1,56,5.6
2019,3,96.9000015258789,1,1,1,57,5.7
2019,3,NA,0,1,0,24,2.4
2019,3,NA,1,1,0,51,5.1
2019,3,18,1,1,1,26,2.6
2019,3,19,0,1,1,30,3
2019,3,31,0,0,1,45,4.5
2019,3,7.5,1,0,1,42,4.2
2019,3,NA,1,1,1,51,5.1
2019,3,27.5,0,1,1,58,5.8
2019,3,13,1,1,0,23,2.3
2019,3,NA,0,1,0,21,2.1
2019,3,14,0,1,0,33,3.3
2019,3,NA,0,1,0,58,5.8
2019,3,9.323232650756836,0,1,0,32,3.2
2019,3,17.5,1,1,0,40,4
2019,3,NA,1,1,0,64,6.4
2019,3,35.07500076293945,1,1,0,27,2.7
2019,3,17.77777862548828,0,0,1,26,2.6
2019,3,20,1,0,1,24,2.4
2019,3,NA,0,0,0,53,5.3
2019,3,10,1,1,1,61,6.1
2019,3,NA,1,0,0,45,4.5
2019,3,NA,0,1,1,38,3.8
2019,3,129.1999969482422,1,1,1,35,3.5
2019,3,36.04999923706055,0,0,1,48,4.8
2019,3,11,1,0,1,44,4.4
2019,3,NA,1,0,1,38,3.8
2019,3,34.61524963378906,0,0,1,41,4.1
2019,3,27.739999771118164,1,0,1,54,5.4
2019,3,55.93000030517578,0,0,1,57,5.7
2019,3,26.442249298095703,0,0,0,28,2.8
2019,3,56.837554931640625,0,0,0,60,6
2019,3,NA,0,1,1,46,4.6
2019,3,77.5199966430664,1,1,1,45,4.5
2019,3,8.5,0,1,1,29,2.9
2019,3,11.5,1,1,1,29,2.9
2019,3,15.350000381469727,0,1,1,61,6.1
2019,3,48.94545364379883,0,0,1,39,3.9
2019,3,NA,1,0,1,35,3.5
2019,3,48.07674789428711,0,0,1,39,3.9
2019,3,NA,1,0,1,39,3.9
2019,3,15,1,0,0,38,3.8
2019,3,NA,1,1,0,20,2
2019,3,9.300000190734863,1,1,0,51,5.1
2019,3,19,0,0,0,52,5.2
2019,3,17.350000381469727,0,0,0,41,4.1
2019,3,10.720000267028809,1,1,0,48,4.8
2019,3,8.350000381469727,1,1,0,45,4.5
2019,3,NA,1,1,0,19,1.9
2019,3,42.5099983215332,1,0,1,46,4.6
2019,3,7.25,0,0,1,50,5
2019,3,17,0,1,1,35,3.5
2019,3,16.5,1,1,1,41,4.1
2019,3,NA,1,0,1,60,6
2019,3,15,0,0,1,60,6
2019,3,33.31999969482422,1,0,1,58,5.8
2019,3,NA,0,0,0,28,2.8
2019,3,11.965778350830078,0,1,0,26,2.6
2019,3,NA,1,1,0,29,2.9
2019,3,NA,1,1,0,16,1.6
2019,3,NA,1,1,1,40,4
2019,3,31.25,0,1,1,38,3.8
2019,3,46.875,0,0,0,58,5.8
2019,3,14.333333015441895,1,0,1,62,6.2
2019,3,15.369999885559082,1,0,1,50,5
2019,3,38.45000076293945,0,0,1,58,5.8
2019,3,27.200000762939453,0,0,0,29,2.9
2019,3,14,1,0,0,25,2.5
2019,3,72,1,0,1,44,4.4
2019,3,29,0,0,1,49,4.9
2019,3,NA,0,0,0,64,6.4
2019,3,15,0,0,0,54,5.4
2019,3,15,0,1,1,40,4
2019,3,8.800000190734863,1,1,1,30,3
2019,3,17.700000762939453,1,1,1,60,6
2019,3,43.26900100708008,0,0,0,35,3.5
2019,3,NA,0,0,0,61,6.1
2019,3,82.5999984741211,0,1,1,48,4.8
2019,3,NA,1,0,1,43,4.3
2019,3,NA,0,1,0,18,1.8
2019,3,NA,0,1,0,16,1.6
2019,3,30,1,1,0,28,2.8
2019,3,14.850000381469727,0,1,1,59,5.9
2019,3,25,1,1,1,53,5.3
2019,3,NA,1,0,1,60,6
2019,3,19,0,0,1,54,5.4
2019,3,86.133331298828125,1,0,1,54,5.4
2019,3,NA,1,0,0,21,2.1
2019,3,51.474998474121094,0,1,1,39,3.9
2019,3,NA,1,1,1,36,3.6
2019,3,NA,0,1,1,34,3.4
2019,3,10,1,1,1,48,4.8
2019,3,13,1,0,1,59,5.9
2019,3,21.625,0,0,1,60,6
2019,3,43.25,0,1,1,28,2.8
2019,3,13.75,1,1,1,30,3
2019,3,NA,0,0,1,64,6.4
2019,3,NA,1,0,1,53,5.3
2019,3,44.88624954223633,0,0,0,39,3.9
2019,3,24.44444465637207,0,1,1,41,4.1
2019,3,51,0,1,0,58,5.8
2019,3,34.599998474121094,1,0,1,49,4.9
2019,3,NA,0,0,0,17,1.7
2019,3,NA,0,0,1,49,4.9
2019,3,NA,0,0,1,23,2.3
2019,3,8.75,1,0,1,21,2.1
2019,3,20.76919937133789,1,0,1,50,5
2019,3,NA,0,0,1,52,5.2
2019,3,NA,1,0,0,16,1.6
2019,3,19.203250885009766,1,1,1,44,4.4
2019,3,26,0,1,1,38,3.8
2019,3,10,0,1,0,23,2.3
2019,3,11,1,1,0,20,2
2019,3,11,1,1,0,19,1.9
2019,3,36.650001525878906,0,1,1,48,4.8
2019,3,37.5,1,1,1,37,3.7
2019,3,26.5,0,0,1,37,3.7
2019,3,NA,1,0,1,40,4
2019,3,35,1,0,0,44,4.4
2019,3,NA,0,1,0,60,6
2019,3,NA,0,1,1,45,4.5
2019,3,13.5,1,1,1,52,5.2
2019,3,96.9000015258789,1,1,1,53,5.3
2019,3,38.46149826049805,0,1,1,52,5.2
2019,3,10,1,1,0,26,2.6
2019,3,NA,1,1,0,21,2.1
2019,3,NA,0,0,0,31,3.1
2019,3,86.133331298828125,1,1,0,41,4.1
2019,3,82.41749572753906,1,0,1,51,5.1
2019,3,NA,0,0,1,55,5.5
2019,3,65.93399810791016,1,0,0,56,5.6
2019,3,19.230571746826172,1,0,0,25,2.5
2019,3,35,0,1,1,61,6.1
2019,3,57,1,1,1,57,5.7
2019,3,32,1,1,0,24,2.4
2019,3,29,0,1,1,62,6.2
2019,3,NA,1,1,1,57,5.7
2019,3,33.650001525878906,0,1,0,35,3.5
2019,3,14,1,1,0,34,3.4
2019,3,49.09978485107422,0,0,0,29,2.9
2019,3,35.25633239746094,0,0,0,29,2.9
2019,3,19.225000381469727,0,1,0,28,2.8
2019,3,25,1,0,0,39,3.9
2019,3,3.3652501106262207,0,0,1,53,5.3
2019,3,40.86524963378906,1,0,1,54,5.4
2019,3,28.845998764038086,0,0,0,28,2.8
2019,3,10,1,1,0,60,6
2019,3,18.269001007080078,0,1,0,30,3
2019,3,NA,0,1,0,41,4.1
2019,3,NA,0,1,0,38,3.8
2019,3,NA,0,0,1,33,3.3
2019,3,43.26900100708008,1,1,1,37,3.7
2019,3,103.25,0,0,1,33,3.3
2019,3,52.884498596191406,1,0,1,35,3.5
2019,3,9.5,1,1,1,42,4.2
2019,3,NA,1,1,0,18,1.8
2019,3,NA,0,0,0,38,3.8
2019,3,NA,0,0,1,57,5.7
2019,3,NA,1,1,0,47,4.7
2019,3,NA,1,1,0,20,2
2019,3,NA,1,1,0,55,5.5
2019,3,45,0,0,1,27,2.7
2019,3,31.25,1,0,1,30,3
2019,3,NA,1,0,0,40,4
2019,3,37.5,0,0,0,30,3
2019,3,NA,0,1,1,62,6.2
2019,3,11,1,1,1,61,6.1
2019,3,11,0,1,0,22,2.2
2019,3,36,1,0,1,48,4.8
2019,3,38.461334228515625,0,1,1,46,4.6
2019,3,11,1,1,0,18,1.8
2019,3,16,0,0,1,47,4.7
2019,3,19.649999618530273,1,0,1,47,4.7
2019,3,25,0,1,1,33,3.3
2019,3,25.5,1,1,1,31,3.1
2019,3,NA,1,1,0,26,2.6
2019,3,NA,0,0,1,50,5
2019,3,30,1,0,1,52,5.2
2019,3,NA,1,0,0,19,1.9
2019,3,10,0,0,0,16,1.6
2019,3,24.024999618530273,1,1,1,56,5.6
2019,3,10.5,1,1,0,19,1.9
2019,3,57.6922492980957,0,1,1,56,5.6
2019,3,NA,1,1,1,52,5.2
2019,3,15,1,1,0,20,2
2019,3,NA,1,1,1,64,6.4
2019,3,45,0,1,1,56,5.6
2019,3,10,1,0,0,56,5.6
2019,3,NA,1,1,0,52,5.2
2019,3,13,0,1,1,33,3.3
2019,3,17.5,0,1,1,32,3.2
2019,3,NA,1,1,1,29,2.9
2019,3,NA,0,0,0,47,4.7
2019,3,43.75,0,1,1,63,6.3
2019,3,23.076749801635742,1,1,1,52,5.2
2019,3,27.5,0,1,0,60,6
2019,3,9.9375,1,0,1,57,5.7
2019,3,13.75,0,0,1,57,5.7
2019,3,10,1,0,1,59,5.9
2019,3,NA,0,1,1,29,2.9
2019,3,1.9229167699813843,1,1,1,28,2.8
2019,3,44.875,0,1,0,51,5.1
2019,3,18,1,0,1,59,5.9
2019,3,NA,1,1,1,58,5.8
2019,3,46.150001525878906,0,1,1,57,5.7
2019,3,NA,0,1,0,17,1.7
2019,3,11.524999618530273,1,1,0,31,3.1
2019,3,20,0,1,1,34,3.4
2019,3,20,1,1,1,30,3
2019,3,35.09600067138672,0,0,0,52,5.2
2019,3,12.5,0,1,1,63,6.3
2019,3,18.450000762939453,1,1,1,58,5.8
2019,3,16.826749801635742,0,1,1,35,3.5
2019,3,NA,1,1,1,36,3.6
2019,3,25.79731559753418,1,0,1,55,5.5
2019,3,21.63450050354004,1,1,1,45,4.5
2019,3,18,0,1,1,47,4.7
2019,3,NA,0,1,0,23,2.3
2019,3,17,0,1,0,53,5.3
2019,3,10,1,1,0,22,2.2
2019,3,14,0,1,0,24,2.4
2019,3,21.63450050354004,0,1,0,57,5.7
2019,3,NA,1,0,0,49,4.9
2019,3,NA,1,0,1,58,5.8
2019,3,NA,0,0,1,64,6.4
2019,3,NA,1,0,1,56,5.6
2019,3,NA,0,0,1,57,5.7
2019,3,103.25,0,1,1,41,4.1
2019,3,NA,1,1,1,36,3.6
2019,3,NA,0,1,0,62,6.2
2019,3,14.416666984558105,0,1,1,49,4.9
2019,3,NA,1,1,1,48,4.8
2019,3,NA,0,1,0,22,2.2
2019,3,103.25,0,0,1,47,4.7
2019,3,37.5,1,0,1,48,4.8
2019,3,7.25,1,1,1,34,3.4
2019,3,11,0,1,1,49,4.9
2019,3,52.884498596191406,0,0,0,46,4.6
2019,3,NA,1,0,1,36,3.6
2019,3,34.125,0,0,1,38,3.8
2019,3,12.300000190734863,1,1,0,39,3.9
2019,3,NA,1,1,0,20,2
2019,3,65,0,0,1,53,5.3
2019,3,15.369999885559082,1,0,1,51,5.1
2019,3,NA,0,0,0,22,2.2
2019,3,NA,1,0,0,27,2.7
2019,3,16.5,1,0,1,47,4.7
2019,3,14,0,0,1,44,4.4
2019,3,NA,0,0,0,28,2.8
2019,3,NA,1,0,0,18,1.8
2019,3,NA,0,0,0,16,1.6
2019,3,NA,0,1,0,46,4.6
2019,3,NA,0,1,1,46,4.6
2019,3,NA,1,0,1,46,4.6
2019,3,NA,1,1,1,37,3.7
2019,3,48.07500076293945,0,1,1,38,3.8
2019,3,18.75,1,1,0,25,2.5
2019,3,17.420000076293945,1,0,0,60,6
2019,3,14,1,0,0,37,3.7
2019,3,19.700000762939453,1,0,0,50,5
2019,3,NA,1,0,0,24,2.4
2019,3,NA,0,0,0,28,2.8
2019,3,35,0,1,1,46,4.6
2019,3,20.174999237060547,1,1,1,47,4.7
2019,3,NA,1,1,0,17,1.7
2019,3,NA,1,1,0,64,6.4
2019,3,30,0,0,1,28,2.8
2019,3,20,1,1,1,29,2.9
2019,3,16,0,1,1,41,4.1
2019,3,23,1,1,1,45,4.5
2019,3,15.380000114440918,1,1,0,24,2.4
2019,3,19.230770111083984,0,0,0,22,2.2
2019,3,NA,1,0,0,61,6.1
2019,3,35.50292205810547,0,0,1,42,4.2
2019,3,45,1,0,1,42,4.2
2019,3,NA,0,1,0,36,3.6
2019,3,NA,1,1,0,63,6.3
2019,3,10,0,1,0,31,3.1
2019,3,NA,1,0,1,63,6.3
2019,3,12,0,0,1,60,6
2019,3,NA,1,0,0,24,2.4
2019,3,NA,0,0,0,41,4.1
2019,3,NA,1,0,0,40,4
2019,3,25,0,0,1,28,2.8
2019,3,15,1,0,1,27,2.7
2019,3,103.25,0,0,1,55,5.5
2019,3,20.329999923706055,1,1,1,56,5.6
2019,3,15,0,0,0,23,2.3
2019,3,20,0,0,0,22,2.2
2019,3,NA,1,0,0,64,6.4
2019,3,NA,1,1,0,57,5.7
2019,3,13,1,1,0,52,5.2
2019,3,30,0,0,0,58,5.8
2019,3,20,1,0,0,54,5.4
2019,3,8.5,0,0,0,17,1.7
2019,3,14,1,0,0,64,6.4
2019,3,15.5,1,0,0,27,2.7
2019,3,28.25,0,0,1,26,2.6
2019,3,9,1,0,1,25,2.5
2019,3,16,1,0,1,27,2.7
2019,3,20,0,0,1,30,3
2019,3,30.829999923706055,1,0,0,37,3.7
2019,3,103.25,0,0,1,48,4.8
2019,3,NA,1,0,1,44,4.4
2019,3,28.845998764038086,1,1,1,46,4.6
2019,3,NA,0,0,1,54,5.4
2019,3,NA,0,0,1,59,5.9
2019,3,NA,1,0,1,59,5.9
2019,3,NA,1,0,1,37,3.7
2019,3,28,0,0,1,36,3.6
2019,3,27.5,1,0,0,31,3.1
2019,3,17.5,0,0,0,62,6.2
2019,3,19.899999618530273,0,0,0,51,5.1
2019,3,19.899999618530273,1,0,0,48,4.8
2019,3,9,0,0,0,23,2.3
2019,3,NA,1,0,1,34,3.4
2019,3,91.77777862548828,0,0,1,34,3.4
2019,3,12.5,0,0,0,58,5.8
2019,3,NA,1,0,0,45,4.5
2019,3,60.09600067138672,0,0,0,43,4.3
2019,3,27.457143783569336,0,0,1,56,5.6
2019,3,12,1,0,0,31,3.1
2019,3,29.299999237060547,1,0,0,34,3.4
2019,3,NA,0,1,0,27,2.7
2019,3,NA,1,0,0,55,5.5
2019,3,NA,1,0,0,28,2.8
2019,3,12.75,0,0,0,29,2.9
2019,3,NA,1,1,1,55,5.5
2019,3,NA,0,1,1,60,6
2019,3,32,1,1,0,23,2.3
2019,3,8.5,1,1,0,26,2.6
2019,3,NA,1,1,0,20,2
2019,3,NA,0,0,1,61,6.1
2019,3,NA,1,0,1,64,6.4
2019,3,49.194881439208984,0,1,1,32,3.2
2019,3,90.13953399658203,1,0,1,32,3.2
2019,3,18.269001007080078,1,0,0,38,3.8
2019,3,16,0,0,0,20,2
2019,3,NA,1,0,1,62,6.2
2019,3,16,0,0,1,48,4.8
2019,3,19,1,0,1,46,4.6
2019,3,8,1,0,0,21,2.1
2019,3,NA,0,0,0,17,1.7
2019,3,8,1,0,1,60,6
2019,3,NA,0,0,1,63,6.3
2019,3,NA,1,0,0,21,2.1
2019,3,NA,0,1,0,27,2.7
2019,3,14,1,1,0,51,5.1
2019,3,11.75,1,1,0,19,1.9
2019,3,NA,1,1,0,20,2
2019,3,NA,0,0,0,28,2.8
2019,3,17.159692764282227,0,1,0,24,2.4
2019,3,29.989999771118164,0,0,1,60,6
2019,3,15.899999618530273,1,0,1,58,5.8
2019,3,26.442249298095703,1,0,1,52,5.2
2019,3,103.25,0,0,1,52,5.2
