year,month,rw,female,wbho,married,age,age_dec
2019,3,NA,0,1,0,62,6.2
2019,3,NA,1,0,1,47,4.7
2019,3,NA,0,0,1,46,4.6
2019,3,15,0,0,1,34,3.4
2019,3,NA,1,0,1,34,3.4
2019,3,23.84600067138672,1,0,0,54,5.4
2019,3,NA,1,0,1,59,5.9
2019,3,68.83333587646484,0,0,1,59,5.9
2019,3,NA,1,1,0,55,5.5
2019,3,22.575000762939453,0,0,1,32,3.2
2019,3,20.75,1,0,1,32,3.2
2019,3,29.545454025268555,0,0,1,57,5.7
2019,3,NA,1,0,1,53,5.3
2019,3,19.230600357055664,0,0,0,47,4.7
2019,3,NA,1,0,1,64,6.4
2019,3,16,1,0,1,54,5.4
2019,3,25,0,0,1,56,5.6
2019,3,10.020000457763672,1,0,1,55,5.5
2019,3,8.88888931274414,0,0,1,46,4.6
2019,3,13,0,0,1,34,3.4
2019,3,25,1,0,1,31,3.1
2019,3,9,0,0,1,40,4
2019,3,10,1,0,1,49,4.9
2019,3,10,1,0,0,50,5
2019,3,71.1500015258789,1,0,0,46,4.6
2019,3,13.199999809265137,1,1,0,28,2.8
2019,3,22,0,1,0,30,3
2019,3,NA,1,0,0,58,5.8
2019,3,27,0,0,0,28,2.8
2019,3,55.275001525878906,0,0,1,29,2.9
2019,3,20.75,1,0,1,34,3.4
2019,3,11.5,1,0,0,36,3.6
2019,3,96.9000015258789,1,1,0,43,4.3
2019,3,NA,0,0,0,40,4
2019,3,NA,1,0,1,53,5.3
2019,3,21,0,0,1,53,5.3
2019,3,NA,1,0,0,59,5.9
2019,3,10.25,1,0,1,34,3.4
2019,3,15,0,0,1,36,3.6
2019,3,82.5999984741211,0,1,1,41,4.1
2019,3,NA,1,1,0,40,4
2019,3,NA,0,0,1,59,5.9
2019,3,10.5,1,1,0,16,1.6
2019,3,33,1,0,0,27,2.7
2019,3,NA,0,0,1,31,3.1
2019,3,11,1,0,1,27,2.7
2019,3,10.25,1,0,0,34,3.4
2019,3,36,0,0,0,35,3.5
2019,3,NA,0,0,0,63,6.3
2019,3,13,0,0,0,59,5.9
2019,3,13.25,0,0,1,49,4.9
2019,3,71.1500015258789,1,0,1,48,4.8
2019,3,10.05227279663086,0,0,1,55,5.5
2019,3,NA,1,0,1,53,5.3
2019,3,NA,1,1,0,20,2
2019,3,71.15374755859375,1,0,1,43,4.3
2019,3,25.961498260498047,0,0,1,46,4.6
2019,3,9.09000015258789,1,1,1,56,5.6
2019,3,NA,0,1,1,54,5.4
2019,3,NA,1,0,1,64,6.4
2019,3,NA,0,0,1,59,5.9
2019,3,14,1,0,1,58,5.8
2019,3,NA,1,0,1,55,5.5
2019,3,NA,1,0,0,37,3.7
2019,3,NA,0,1,0,18,1.8
2019,3,58.33333206176758,1,0,0,35,3.5
2019,3,50.69091033935547,0,0,1,38,3.8
2019,3,NA,1,0,1,36,3.6
2019,3,NA,0,1,0,17,1.7
2019,3,16.825000762939453,1,1,0,44,4.4
2019,3,15,0,1,1,59,5.9
2019,3,NA,1,1,1,57,5.7
2019,3,14.300000190734863,0,0,1,38,3.8
2019,3,12.5,1,0,1,36,3.6
2019,3,NA,1,0,1,45,4.5
2019,3,57.67499923706055,0,0,1,50,5
2019,3,NA,1,0,0,23,2.3
2019,3,NA,1,1,0,61,6.1
2019,3,NA,1,1,0,25,2.5
2019,3,NA,1,0,0,64,6.4
2019,3,NA,1,0,0,34,3.4
2019,3,14.949999809265137,1,1,0,45,4.5
2019,3,NA,0,1,0,17,1.7
2019,3,NA,1,1,0,53,5.3
2019,3,NA,1,0,0,61,6.1
2019,3,NA,1,0,0,28,2.8
2019,3,NA,1,0,1,35,3.5
2019,3,NA,0,0,1,37,3.7
2019,3,13.90999984741211,1,1,0,44,4.4
2019,3,NA,1,0,1,39,3.9
2019,3,68.83333587646484,0,0,1,39,3.9
2019,3,10.25,0,0,0,49,4.9
2019,3,24,0,0,0,56,5.6
2019,3,13.5,0,0,0,32,3.2
2019,3,12.5,1,1,0,39,3.9
2019,3,NA,0,1,0,19,1.9
2019,3,NA,0,1,0,59,5.9
2019,3,NA,0,0,1,42,4.2
2019,3,22.22222137451172,1,0,1,40,4
2019,3,NA,0,0,1,42,4.2
2019,3,12,0,0,1,38,3.8
2019,3,3.288249969482422,1,0,1,41,4.1
2019,3,NA,1,1,1,63,6.3
2019,3,NA,0,1,1,54,5.4
2019,3,17.5,1,0,1,51,5.1
2019,3,26,0,0,1,52,5.2
2019,3,NA,1,0,1,62,6.2
2019,3,20.860000610351562,1,1,0,47,4.7
2019,3,NA,1,0,1,56,5.6
2019,3,NA,0,0,1,57,5.7
2019,3,NA,1,0,0,24,2.4
2019,3,NA,0,1,1,62,6.2
2019,3,26.92300033569336,1,1,1,59,5.9
2019,3,NA,1,0,1,59,5.9
2019,3,30.769001007080078,0,1,1,60,6
2019,3,15,0,1,0,31,3.1
2019,3,NA,1,0,1,52,5.2
2019,3,NA,0,0,1,57,5.7
2019,3,18.100000381469727,1,1,0,22,2.2
2019,3,25,0,0,1,31,3.1
2019,3,NA,1,0,1,30,3
2019,3,23.200000762939453,1,0,0,32,3.2
2019,3,NA,1,0,1,61,6.1
2019,3,10.5,1,0,0,24,2.4
2019,3,33.653751373291016,0,1,1,40,4
2019,3,15,1,1,1,40,4
2019,3,8.5,1,1,0,25,2.5
2019,3,11,0,1,0,26,2.6
2019,3,103.25,0,0,0,33,3.3
2019,3,7.788249969482422,1,0,0,29,2.9
2019,3,NA,0,0,0,25,2.5
2019,3,96.9000015258789,1,1,0,42,4.2
2019,3,NA,0,1,0,58,5.8
2019,3,18.270000457763672,1,0,0,39,3.9
2019,3,NA,0,0,0,19,1.9
2019,3,NA,1,0,0,17,1.7
2019,3,103.25,0,0,0,46,4.6
2019,3,13.600000381469727,1,0,0,54,5.4
2019,3,19.899999618530273,1,0,1,47,4.7
2019,3,12.800000190734863,0,0,1,58,5.8
2019,3,NA,0,0,0,18,1.8
2019,3,NA,1,0,1,53,5.3
2019,3,28.639999389648438,0,0,1,55,5.5
2019,3,NA,1,0,0,32,3.2
2019,3,NA,1,0,0,20,2
2019,3,18.25,0,0,1,44,4.4
2019,3,NA,1,0,1,45,4.5
2019,3,17,0,0,1,25,2.5
2019,3,18.269001007080078,1,0,1,21,2.1
2019,3,57.67499923706055,0,0,1,46,4.6
2019,3,24.024999618530273,1,0,1,44,4.4
2019,3,23,0,0,1,28,2.8
2019,3,NA,1,0,1,30,3
2019,3,NA,1,1,1,63,6.3
2019,3,10,1,1,1,53,5.3
2019,3,13.5,0,1,1,56,5.6
2019,3,NA,0,0,1,58,5.8
2019,3,NA,1,0,1,39,3.9
2019,3,NA,1,0,1,56,5.6
2019,3,NA,0,0,0,21,2.1
2019,3,16,1,0,1,43,4.3
2019,3,22.575000762939453,0,0,1,45,4.5
2019,3,NA,0,0,1,60,6
2019,3,NA,1,0,1,62,6.2
2019,3,19,0,1,0,59,5.9
2019,3,57.67499923706055,0,0,0,38,3.8
2019,3,NA,0,1,0,18,1.8
2019,3,20,1,1,0,43,4.3
2019,3,NA,1,0,1,44,4.4
2019,3,45,0,1,1,56,5.6
2019,3,12.5,0,0,0,22,2.2
2019,3,26,1,0,1,64,6.4
2019,3,21,0,1,1,40,4
2019,3,33.2599983215332,1,1,1,39,3.9
2019,3,NA,0,0,1,37,3.7
2019,3,NA,1,0,1,35,3.5
2019,3,10.5,1,1,0,43,4.3
2019,3,7,1,1,0,20,2
2019,3,NA,1,1,0,17,1.7
2019,3,50,0,0,1,62,6.2
2019,3,25,1,0,1,61,6.1
2019,3,NA,1,0,1,64,6.4
2019,3,19.84000015258789,1,0,0,35,3.5
2019,3,18.975000381469727,1,0,0,40,4
2019,3,23.5,0,0,0,29,2.9
2019,3,NA,0,0,0,21,2.1
2019,3,NA,0,0,0,16,1.6
2019,3,19.5,0,0,1,55,5.5
2019,3,12,1,0,1,54,5.4
2019,3,NA,0,0,0,23,2.3
2019,3,NA,0,0,0,20,2
2019,3,NA,0,0,0,45,4.5
2019,3,NA,0,0,1,63,6.3
2019,3,63.07500076293945,0,0,0,48,4.8
2019,3,NA,0,1,1,59,5.9
2019,3,12,0,0,0,29,2.9
2019,3,NA,0,0,1,60,6
2019,3,13.5,1,0,1,59,5.9
2019,3,NA,0,0,0,31,3.1
2019,3,13.5,0,0,0,58,5.8
2019,3,NA,1,0,1,27,2.7
2019,3,25,0,0,1,29,2.9
2019,3,NA,0,0,0,20,2
2019,3,NA,0,0,0,20,2
2019,3,13,0,0,0,27,2.7
2019,3,22,0,0,0,27,2.7
2019,3,16,0,0,0,29,2.9
2019,3,12.5,1,1,0,35,3.5
2019,3,63.45000076293945,0,0,0,46,4.6
2019,3,15,0,0,0,25,2.5
2019,3,7.5,0,0,1,51,5.1
2019,3,94.53658294677734,1,0,1,48,4.8
2019,3,32,0,0,1,46,4.6
2019,3,NA,1,1,0,20,2
2019,3,12.5,0,0,1,28,2.8
2019,3,10,1,0,1,27,2.7
2019,3,NA,1,0,0,55,5.5
2019,3,NA,0,0,1,63,6.3
2019,3,25,1,0,1,57,5.7
2019,3,25,0,0,1,58,5.8
2019,3,12,1,0,1,58,5.8
2019,3,NA,1,0,0,27,2.7
2019,3,9,1,0,1,36,3.6
2019,3,NA,0,0,1,63,6.3
2019,3,16.799999237060547,1,1,0,37,3.7
2019,3,16,0,0,0,25,2.5
2019,3,18.75,0,0,0,26,2.6
2019,3,9.09000015258789,1,1,0,57,5.7
2019,3,NA,1,0,0,58,5.8
2019,3,21.75,0,0,1,57,5.7
2019,3,NA,1,1,1,62,6.2
2019,3,NA,0,1,1,37,3.7
2019,3,NA,1,1,1,32,3.2
2019,3,17,0,0,0,29,2.9
2019,3,33.650001525878906,0,0,1,62,6.2
2019,3,19.700000762939453,1,0,1,58,5.8
2019,3,NA,1,1,1,60,6
2019,3,NA,1,0,1,27,2.7
2019,3,21.149999618530273,0,0,1,28,2.8
2019,3,16.825000762939453,0,1,1,56,5.6
2019,3,NA,1,1,1,56,5.6
2019,3,NA,0,1,0,21,2.1
2019,3,NA,1,1,0,16,1.6
2019,3,NA,0,1,0,50,5
2019,3,11.25,1,1,0,29,2.9
2019,3,NA,1,1,0,50,5
2019,3,21,0,0,1,48,4.8
2019,3,NA,1,0,1,46,4.6
2019,3,26.442249298095703,0,0,1,55,5.5
2019,3,33.779998779296875,1,0,1,59,5.9
2019,3,NA,0,0,0,43,4.3
2019,3,NA,1,0,0,41,4.1
2019,3,NA,1,0,0,18,1.8
2019,3,17.5,1,1,0,61,6.1
2019,3,16,0,0,0,27,2.7
2019,3,NA,1,0,1,54,5.4
2019,3,NA,0,0,1,58,5.8
2019,3,6.5217390060424805,1,0,0,32,3.2
2019,3,NA,1,0,0,16,1.6
2019,3,41.88022232055664,0,0,1,47,4.7
2019,3,NA,1,0,1,47,4.7
2019,3,NA,0,0,0,25,2.5
2019,3,NA,0,0,0,62,6.2
2019,3,NA,0,0,0,64,6.4
2019,3,16,0,0,0,60,6
2019,3,16,0,0,0,25,2.5
2019,3,8.75,1,1,0,30,3
2019,3,24,0,0,1,61,6.1
2019,3,NA,1,0,1,61,6.1
2019,3,NA,1,0,1,25,2.5
2019,3,48,0,0,1,33,3.3
2019,3,18.46150016784668,1,0,1,50,5
2019,3,NA,0,0,1,51,5.1
2019,3,12.25,0,0,0,23,2.3
2019,3,15,1,0,0,21,2.1
2019,3,31,0,0,1,36,3.6
2019,3,21,1,0,1,36,3.6
2019,3,30,0,1,1,33,3.3
2019,3,NA,1,1,1,33,3.3
2019,3,NA,1,0,0,57,5.7
2019,3,NA,1,1,0,31,3.1
2019,3,12.5,0,1,0,28,2.8
2019,3,12.5,0,1,0,28,2.8
2019,3,16.75,1,1,0,28,2.8
2019,3,57.67499923706055,0,0,1,38,3.8
2019,3,16.530000686645508,1,0,1,39,3.9
2019,3,28.299999237060547,1,1,0,27,2.7
2019,3,NA,1,0,0,62,6.2
2019,3,NA,0,0,1,59,5.9
2019,3,NA,1,0,1,50,5
2019,3,11.75,1,0,1,43,4.3
2019,3,NA,0,0,1,45,4.5
2019,3,NA,0,0,0,17,1.7
2019,3,61.96577835083008,0,0,1,37,3.7
2019,3,NA,1,0,1,29,2.9
2019,3,15,0,0,0,25,2.5
2019,3,23.076499938964844,1,0,0,28,2.8
2019,3,NA,1,1,1,48,4.8
2019,3,9.25,0,1,1,46,4.6
2019,3,NA,1,0,1,62,6.2
2019,3,35,0,0,1,63,6.3
2019,3,23,0,0,0,28,2.8
2019,3,NA,0,0,0,49,4.9
2019,3,13.779999732971191,0,0,1,34,3.4
2019,3,NA,1,0,1,37,3.7
2019,3,23.200000762939453,1,0,1,29,2.9
2019,3,NA,0,0,1,32,3.2
2019,3,NA,0,0,1,46,4.6
2019,3,NA,1,0,1,47,4.7
2019,3,2.140000104904175,1,0,0,27,2.7
2019,3,NA,0,0,0,19,1.9
2019,3,12,1,1,0,53,5.3
2019,3,26,0,0,0,25,2.5
2019,3,103.25,0,0,0,26,2.6
2019,3,28.84000015258789,0,0,0,48,4.8
2019,3,NA,0,0,0,18,1.8
2019,3,NA,0,0,0,17,1.7
2019,3,15.375,0,0,1,34,3.4
2019,3,16.75,1,0,1,32,3.2
2019,3,12.5,1,1,0,46,4.6
2019,3,16.75,0,1,0,31,3.1
2019,3,7,1,0,1,56,5.6
2019,3,18.200000762939453,1,0,0,63,6.3
2019,3,18,0,0,1,44,4.4
2019,3,10.6899995803833,1,0,1,43,4.3
2019,3,NA,0,0,0,18,1.8
2019,3,NA,0,0,0,48,4.8
2019,3,NA,1,0,0,16,1.6
2019,3,15.5,0,1,0,42,4.2
2019,3,51.922996520996094,0,0,1,60,6
2019,3,28.845998764038086,1,0,1,63,6.3
2019,3,7.849999904632568,1,0,0,49,4.9
2019,3,6.25,0,1,1,36,3.6
2019,3,NA,1,1,0,64,6.4
2019,3,NA,1,0,1,57,5.7
2019,3,NA,0,0,1,59,5.9
2019,3,NA,0,1,0,22,2.2
2019,3,13.359999656677246,1,0,0,43,4.3
2019,3,NA,1,0,0,17,1.7
2019,3,NA,0,1,0,48,4.8
2019,3,NA,1,1,0,52,5.2
2019,3,18,0,0,0,27,2.7
2019,3,17,0,0,0,31,3.1
2019,3,17,0,0,0,58,5.8
2019,3,11.538249969482422,1,0,0,46,4.6
2019,3,10,0,1,1,36,3.6
2019,3,67.30000305175781,1,1,1,36,3.6
2019,3,9.600000381469727,1,0,1,39,3.9
2019,3,12,0,0,1,34,3.4
2019,3,NA,1,1,1,64,6.4
2019,3,13,1,1,0,46,4.6
2019,3,NA,1,1,0,16,1.6
2019,3,NA,1,1,0,43,4.3
2019,3,NA,1,1,0,20,2
2019,3,NA,1,1,0,18,1.8
2019,3,17,0,0,0,55,5.5
2019,3,8,0,0,0,29,2.9
2019,3,NA,1,0,0,57,5.7
2019,3,NA,1,0,0,53,5.3
2019,3,NA,1,0,1,60,6
2019,3,18.028751373291016,1,0,0,25,2.5
2019,3,15,0,0,0,29,2.9
2019,3,NA,0,0,0,63,6.3
2019,3,NA,1,0,0,64,6.4
2019,3,NA,1,1,0,48,4.8
2019,3,NA,1,1,0,51,5.1
2019,3,NA,0,1,0,21,2.1
2019,3,8,0,0,0,47,4.7
2019,3,NA,0,0,0,17,1.7
2019,3,NA,1,0,0,20,2
2019,3,NA,0,0,1,57,5.7
2019,3,NA,1,0,1,48,4.8
2019,3,NA,0,0,1,63,6.3
2019,3,NA,1,0,1,60,6
2019,3,26.899999618530273,0,1,1,63,6.3
2019,3,16.5,1,1,0,40,4
2019,3,NA,1,1,0,35,3.5
2019,3,NA,0,1,0,32,3.2
2019,3,15.34000015258789,0,0,1,62,6.2
2019,3,42,1,0,1,60,6
2019,3,NA,0,0,0,26,2.6
2019,3,NA,0,0,1,62,6.2
2019,3,19.700000762939453,1,0,1,64,6.4
2019,3,14.442940711975098,1,0,0,33,3.3
2019,3,23.5,1,0,1,34,3.4
2019,3,NA,0,0,1,33,3.3
2019,3,22.115249633789062,0,1,1,53,5.3
2019,3,NA,1,1,1,51,5.1
2019,3,30,1,0,0,55,5.5
2019,3,26.829999923706055,0,0,1,64,6.4
2019,3,9,1,0,1,51,5.1
2019,3,18,1,1,0,35,3.5
2019,3,13,0,0,1,52,5.2
2019,3,23.942249298095703,1,0,1,47,4.7
2019,3,NA,0,0,0,19,1.9
2019,3,40,1,0,1,52,5.2
2019,3,NA,0,0,1,47,4.7
2019,3,NA,0,0,1,38,3.8
2019,3,16.02083396911621,1,0,1,25,2.5
2019,3,NA,1,1,0,42,4.2
2019,3,7.25,1,1,0,18,1.8
2019,3,NA,1,1,0,62,6.2
2019,3,NA,0,1,0,37,3.7
2019,3,58.650001525878906,0,0,1,58,5.8
2019,3,28.825000762939453,1,0,1,58,5.8
2019,3,12.5,1,0,0,43,4.3
2019,3,NA,0,0,0,23,2.3
2019,3,NA,0,0,0,19,1.9
2019,3,NA,0,1,1,52,5.2
2019,3,22.5,1,1,1,40,4
2019,3,9.134500503540039,1,1,0,49,4.9
2019,3,NA,1,1,0,16,1.6
2019,3,14.079999923706055,0,1,0,24,2.4
2019,3,25.38450050354004,0,0,1,60,6
2019,3,25.38450050354004,1,0,1,49,4.9
2019,3,6.666666507720947,1,1,0,20,2
2019,3,NA,1,0,1,61,6.1
2019,3,NA,1,1,0,41,4.1
2019,3,NA,0,1,0,16,1.6
2019,3,8,1,0,1,34,3.4
2019,3,13.384599685668945,0,0,1,31,3.1
2019,3,21,0,0,0,50,5
2019,3,NA,0,1,0,63,6.3
2019,3,48.07500076293945,1,1,1,56,5.6
2019,3,45,0,1,1,54,5.4
2019,3,10.75,0,1,0,23,2.3
2019,3,15.5,1,0,0,33,3.3
2019,3,39.25,1,0,1,37,3.7
2019,3,15,0,0,1,25,2.5
2019,3,31.25,1,0,1,26,2.6
2019,3,10,0,0,1,31,3.1
2019,3,17,1,0,1,26,2.6
2019,3,12.5,0,0,1,40,4
2019,3,18,1,0,1,46,4.6
2019,3,NA,1,0,0,17,1.7
2019,3,19.225000381469727,0,0,0,54,5.4
2019,3,9.850000381469727,0,0,0,35,3.5
2019,3,22.5,1,0,0,56,5.6
2019,3,20.192249298095703,1,1,1,38,3.8
2019,3,19,0,1,1,39,3.9
2019,3,10,1,1,1,32,3.2
2019,3,NA,0,1,1,34,3.4
2019,3,18.75,1,0,1,34,3.4
2019,3,NA,0,0,1,38,3.8
2019,3,8.5,1,1,0,24,2.4
2019,3,24,0,1,0,26,2.6
2019,3,18.163249969482422,1,0,1,28,2.8
2019,3,18.163249969482422,0,0,1,30,3
2019,3,NA,1,0,1,58,5.8
2019,3,18.297500610351562,0,0,1,57,5.7
2019,3,NA,0,0,1,42,4.2
2019,3,NA,1,0,1,39,3.9
2019,3,NA,0,0,0,19,1.9
2019,3,NA,0,0,0,16,1.6
2019,3,10,1,0,1,35,3.5
2019,3,12,0,0,1,36,3.6
2019,3,NA,0,0,1,39,3.9
2019,3,18.5,1,0,1,35,3.5
2019,3,NA,0,0,0,59,5.9
2019,3,NA,1,1,0,60,6
2019,3,18,1,0,0,35,3.5
2019,3,NA,1,0,0,52,5.2
2019,3,NA,0,1,0,64,6.4
2019,3,NA,1,0,0,58,5.8
2019,3,24.024999618530273,1,0,1,46,4.6
2019,3,14.399999618530273,0,0,1,52,5.2
2019,3,10.170000076293945,0,0,0,18,1.8
2019,3,46.153751373291016,0,0,1,63,6.3
2019,3,28.845998764038086,1,0,1,62,6.2
2019,3,75.090911865234375,0,0,1,53,5.3
2019,3,96.9000015258789,1,0,1,59,5.9
2019,3,NA,1,1,0,64,6.4
2019,3,15.149999618530273,0,1,0,48,4.8
2019,3,NA,0,1,0,19,1.9
2019,3,NA,0,0,0,54,5.4
2019,3,19.799999237060547,0,0,1,29,2.9
2019,3,NA,1,0,1,29,2.9
2019,3,32.0444450378418,0,0,1,39,3.9
2019,3,10,1,0,1,31,3.1
2019,3,16.825000762939453,1,1,0,38,3.8
2019,3,NA,1,1,0,21,2.1
2019,3,NA,1,1,0,25,2.5
2019,3,13.100000381469727,1,1,1,62,6.2
2019,3,NA,1,1,1,47,4.7
2019,3,NA,0,0,0,55,5.5
2019,3,14.079999923706055,0,1,0,19,1.9
2019,3,13.850000381469727,1,1,0,38,3.8
2019,3,NA,1,1,0,16,1.6
2019,3,40,0,0,0,58,5.8
2019,3,28.845998764038086,1,0,0,25,2.5
2019,3,NA,0,1,0,63,6.3
2019,3,21.625,0,0,1,63,6.3
2019,3,16,1,0,1,60,6
2019,3,16,0,0,1,43,4.3
2019,3,NA,0,0,1,53,5.3
2019,3,25,1,0,1,52,5.2
2019,3,NA,0,0,1,32,3.2
2019,3,22,1,0,1,35,3.5
2019,3,NA,1,1,0,61,6.1
2019,3,NA,0,1,0,60,6
2019,3,8,1,0,1,37,3.7
2019,3,NA,0,0,1,38,3.8
2019,3,18,1,0,0,64,6.4
2019,3,42,1,0,1,59,5.9
2019,3,26,0,1,0,29,2.9
2019,3,NA,1,1,0,29,2.9
2019,3,NA,0,0,1,35,3.5
2019,3,36.764705657958984,1,0,1,29,2.9
2019,3,11.210000038146973,1,0,0,34,3.4
2019,3,NA,1,0,0,28,2.8
2019,3,NA,1,1,1,56,5.6
2019,3,13.5,0,0,1,60,6
2019,3,11,0,0,0,44,4.4
2019,3,19.229999542236328,1,0,1,61,6.1
2019,3,NA,1,1,0,31,3.1
2019,3,NA,0,0,1,52,5.2
2019,3,21.25,1,0,1,52,5.2
2019,3,NA,1,0,0,16,1.6
2019,3,14.199999809265137,1,1,0,60,6
2019,3,17,0,0,1,24,2.4
2019,3,9,1,0,1,23,2.3
2019,3,NA,1,1,0,38,3.8
2019,3,NA,1,1,0,56,5.6
2019,3,8,1,0,0,32,3.2
2019,3,NA,0,0,0,32,3.2
2019,3,12,1,0,0,55,5.5
2019,3,29.1299991607666,1,1,0,35,3.5
2019,3,NA,0,0,0,44,4.4
2019,3,NA,0,0,1,47,4.7
2019,3,22.5,1,0,1,46,4.6
2019,3,8.5,1,0,0,23,2.3
2019,3,9,1,1,0,28,2.8
2019,3,35,0,0,1,51,5.1
2019,3,NA,1,0,1,51,5.1
2019,3,NA,1,1,1,46,4.6
2019,3,19.600000381469727,0,1,1,45,4.5
2019,3,NA,1,1,0,16,1.6
2019,3,19.230749130249023,1,1,1,40,4
2019,3,13,0,1,1,41,4.1
2019,3,9,1,0,1,44,4.4
2019,3,25.25,0,0,1,54,5.4
2019,3,NA,1,0,0,19,1.9
2019,3,26,0,1,0,31,3.1
2019,3,NA,1,0,1,63,6.3
2019,3,NA,0,0,1,64,6.4
2019,3,22.5,1,1,0,53,5.3
2019,3,NA,1,1,0,52,5.2
2019,3,NA,1,1,0,16,1.6
2019,3,NA,1,0,1,59,5.9
2019,3,14,0,0,1,63,6.3
2019,3,15,1,1,0,40,4
2019,3,NA,1,1,0,19,1.9
2019,3,13,1,0,1,60,6
2019,3,13,0,0,1,54,5.4
2019,3,NA,0,1,0,57,5.7
2019,3,9.6152496337890625,1,0,1,64,6.4
2019,3,23.076875686645508,0,0,1,43,4.3
2019,3,11,1,1,1,44,4.4
2019,3,18,1,0,1,37,3.7
2019,3,55,0,0,1,39,3.9
2019,3,16.483428955078125,1,1,0,40,4
2019,3,7.5,1,1,0,21,2.1
2019,3,NA,0,1,0,18,1.8
2019,3,NA,1,0,1,33,3.3
2019,3,NA,0,0,1,34,3.4
2019,3,NA,1,0,0,32,3.2
2019,3,19.230749130249023,1,1,1,49,4.9
2019,3,NA,0,1,1,49,4.9
2019,3,NA,1,1,0,26,2.6
2019,3,NA,0,1,0,19,1.9
2019,3,NA,1,1,0,17,1.7
2019,3,9,1,1,1,54,5.4
2019,3,15,0,1,1,49,4.9
2019,3,NA,0,1,0,27,2.7
2019,3,25,0,0,1,56,5.6
2019,3,14,1,0,1,57,5.7
2019,3,NA,0,0,1,63,6.3
2019,3,50,1,0,1,60,6
2019,3,30,1,0,0,27,2.7
2019,3,10,1,1,0,23,2.3
2019,3,9.800000190734863,1,0,1,45,4.5
2019,3,21.11111068725586,0,0,1,46,4.6
2019,3,NA,1,0,0,19,1.9
2019,3,NA,0,0,0,18,1.8
2019,3,NA,1,1,0,61,6.1
2019,3,15,1,1,1,34,3.4
2019,3,45,0,1,1,37,3.7
2019,3,NA,1,1,0,32,3.2
2019,3,NA,0,1,0,33,3.3
2019,3,NA,1,0,0,59,5.9
2019,3,7,0,0,0,17,1.7
2019,3,20.75,1,1,1,48,4.8
2019,3,18,0,1,1,51,5.1
2019,3,NA,1,0,0,57,5.7
2019,3,NA,1,1,0,39,3.9
2019,3,NA,0,0,0,55,5.5
2019,3,NA,0,0,1,58,5.8
2019,3,NA,1,0,1,59,5.9
2019,3,48.07500076293945,0,0,1,42,4.2
2019,3,22.5,1,0,1,42,4.2
2019,3,NA,1,0,0,19,1.9
2019,3,NA,0,0,0,17,1.7
2019,3,19.225000381469727,1,1,0,32,3.2
2019,3,31,0,1,0,37,3.7
2019,3,8.974333763122559,1,0,0,25,2.5
2019,3,NA,0,0,0,28,2.8
2019,3,NA,1,0,1,51,5.1
2019,3,25,0,0,1,56,5.6
2019,3,96.9000015258789,1,0,1,64,6.4
2019,3,58.650001525878906,0,0,1,58,5.8
2019,3,61.625,1,0,1,54,5.4
2019,3,17.149999618530273,1,1,1,41,4.1
2019,3,20,0,1,1,45,4.5
2019,3,7.25,1,1,0,20,2
2019,3,36,0,1,1,33,3.3
2019,3,17.049999237060547,1,0,1,32,3.2
2019,3,10,0,1,0,31,3.1
2019,3,11.5,1,1,0,27,2.7
2019,3,NA,1,0,1,25,2.5
2019,3,29,0,0,1,51,5.1
2019,3,16,0,0,0,21,2.1
2019,3,9,1,0,1,56,5.6
2019,3,25.375,0,0,1,57,5.7
2019,3,NA,1,0,1,48,4.8
2019,3,15,0,0,1,46,4.6
2019,3,NA,1,1,1,55,5.5
2019,3,NA,0,1,1,57,5.7
2019,3,NA,0,1,0,19,1.9
2019,3,NA,0,1,0,16,1.6
2019,3,NA,0,0,1,38,3.8
2019,3,9,1,0,1,38,3.8
2019,3,NA,1,0,0,17,1.7
2019,3,NA,0,0,1,50,5
2019,3,NA,1,0,0,16,1.6
2019,3,NA,1,0,0,23,2.3
2019,3,NA,1,0,1,47,4.7
2019,3,NA,1,0,1,50,5
2019,3,48.07500076293945,0,0,1,53,5.3
2019,3,12,1,0,0,23,2.3
2019,3,NA,0,0,0,19,1.9
2019,3,31.649999618530273,0,0,1,39,3.9
2019,3,8,1,0,1,36,3.6
2019,3,18,0,0,0,34,3.4
2019,3,NA,1,0,0,44,4.4
2019,3,18.269001007080078,1,1,0,62,6.2
2019,3,NA,1,1,0,35,3.5
2019,3,17.788249969482422,1,1,0,50,5
2019,3,NA,0,0,1,33,3.3
2019,3,14,1,0,1,32,3.2
2019,3,25.25,0,0,1,49,4.9
2019,3,18.5,1,0,1,44,4.4
2019,3,NA,0,0,0,18,1.8
2019,3,13.25,1,0,1,25,2.5
2019,3,12.75,0,0,1,29,2.9
2019,3,20,0,1,1,44,4.4
2019,3,11,1,1,1,41,4.1
2019,3,NA,0,1,0,17,1.7
2019,3,NA,1,1,1,61,6.1
2019,3,NA,0,1,1,60,6
2019,3,NA,0,0,0,56,5.6
2019,3,2.8299999237060547,1,0,0,49,4.9
2019,3,10,0,1,0,22,2.2
2019,3,11,0,1,1,64,6.4
2019,3,NA,1,1,0,48,4.8
2019,3,11,0,1,0,22,2.2
2019,3,46.150001525878906,0,0,0,58,5.8
2019,3,NA,1,0,0,60,6
2019,3,NA,0,0,0,19,1.9
2019,3,NA,0,0,0,17,1.7
2019,3,10.769200325012207,1,1,0,52,5.2
2019,3,NA,0,1,0,17,1.7
2019,3,NA,0,0,1,59,5.9
